Round,Date,Team 1,FT,HT,Team 2,∑FT,ET,P,Comments
Round 1 | Leg 2,(Wed) 27 Sep 1972 (W39),Arges Pitesti › ROU (2),4-0,3-0,Aris Bonnevoie › LUX (2),6-0 (agg.),,,
Round 1 | Leg 2,(Wed) 27 Sep 1972 (W39),Basel › SUI (2),3-2,0-0,Ujpesti Dozsa SC › HUN (2),3-4 (agg.),,,
Round 1 | Leg 2,(Wed) 27 Sep 1972 (W39),Vejle BK › DEN (2),0-3,0-0,RSC Anderlecht › BEL (2),2-7 (agg.),,,
Round 1 | Leg 2,(Wed) 27 Sep 1972 (W39),Rosenborg BK › NOR (2),1-3,1-0,Celtic FC › SCO (2),2-5 (agg.),,,
Round 1 | Leg 2,(Wed) 27 Sep 1972 (W39),Zeljeznicar Sarajevo › BIH (2),1-2,0-2,Derby County FC › ENG (2),1-4 (agg.),,,
Round 1 | Leg 2,(Wed) 27 Sep 1972 (W39),Dinamo Kiev › UKR (2),2-0,1-0,SSW Innsbruck › AUT (2),3-0 (agg.),,,
Round 1 | Leg 2,(Wed) 27 Sep 1972 (W39),Gornik Zabrze › POL (2),5-0,2-0,Sliema Wanderers › MLT (2),10-0 (agg.),,,
Round 1 | Leg 2,(Wed) 27 Sep 1972 (W39),IB Keflavik › ISL (2),0-1,0-0,Real Madrid CF › ESP (2),0-4 (agg.),,,
Round 1 | Leg 2,(Wed) 27 Sep 1972 (W39),Juventus › ITA (2),3-0,3-0,Olympique Marseille › FRA (2),3-1 (agg.),,,
Round 1 | Leg 2,(Wed) 27 Sep 1972 (W39),TPS Turku › FIN (2),1-3,0-0,Magdeburg › GER (2),1-9 (agg.),,,
Round 1 | Leg 2,(Wed) 27 Sep 1972 (W39),SL Benfica › POR (2),4-1,3-0,Malmo FF › SWE (2),4-2 (agg.),,,
Round 1 | Leg 2,(Wed) 27 Sep 1972 (W39),Omonia Nicosia › CYP (2),2-0,1-0,Waterford AFC › IRL (2),3-2 (agg.),,,
Round 1 | Leg 2,(Wed) 27 Sep 1972 (W39),Bayern München › GER (2),6-0,3-0,Galatasaray İstanbul AŞ › TUR (2),7-1 (agg.),,,
Round of 16 | Leg 1,(Tue) 24 Oct 1972 (W43),Bayern München › GER (3),9-0,4-0,Omonia Nicosia › CYP (3),13-0 (agg.),,,
Round of 16 | Leg 1,(Wed) 25 Oct 1972 (W43),Derby County FC › ENG (3),3-0,3-0,SL Benfica › POR (3),3-0 (agg.),,,
Round of 16 | Leg 1,(Wed) 25 Oct 1972 (W43),Celtic FC › SCO (3),2-1,0-1,Ujpesti Dozsa SC › HUN (3),2-4 (agg.),,,
Round of 16 | Leg 1,(Wed) 25 Oct 1972 (W43),Spartak TAZ Trnava › SVK (1),1-0,0-0,RSC Anderlecht › BEL (3),2-0 (agg.),,,
Round of 16 | Leg 1,(Wed) 25 Oct 1972 (W43),Dinamo Kiev › UKR (3),2-0,0-0,Gornik Zabrze › POL (3),3-2 (agg.),,,
Round of 16 | Leg 1,(Wed) 25 Oct 1972 (W43),Juventus › ITA (3),1-0,0-0,Magdeburg › GER (3),2-0 (agg.),,,
Round of 16 | Leg 1,(Wed) 25 Oct 1972 (W43),Arges Pitesti › ROU (3),2-1,1-1,Real Madrid CF › ESP (3),3-4 (agg.),,,
Round of 16 | Leg 2,(Thu) 26 Oct 1972 (W43),Omonia Nicosia › CYP (4),0-4,0-2,Bayern München › GER (4),0-13 (agg.),,,
Round 1 | Leg 2,(Fri) 27 Oct 1972 (W43),Panathinaikos FC › GRE (2),0-2,0-1,CSKA Sofia › BUL (2),1-4 (agg.),,,
Round of 16 | Leg 2,(Wed) 8 Nov 1972 (W45),Ujpesti Dozsa SC › HUN (4),3-0,3-0,Celtic FC › SCO (4),4-2 (agg.),,,
Round of 16 | Leg 1,(Wed) 8 Nov 1972 (W45),CSKA Sofia › BUL (3),1-3,1-2,AFC Ajax › NED (1),1-6 (agg.),,,
Round of 16 | Leg 2,(Wed) 8 Nov 1972 (W45),SL Benfica › POR (4),0-0,0-0,Derby County FC › ENG (4),0-3 (agg.),,,
Round of 16 | Leg 2,(Wed) 8 Nov 1972 (W45),Gornik Zabrze › POL (4),2-1,1-1,Dinamo Kiev › UKR (4),2-3 (agg.),,,
Round of 16 | Leg 2,(Wed) 8 Nov 1972 (W45),RSC Anderlecht › BEL (4),0-1,0-0,Spartak TAZ Trnava › SVK (2),0-2 (agg.),,,
Round of 16 | Leg 2,(Wed) 8 Nov 1972 (W45),Magdeburg › GER (4),0-1,0-0,Juventus › ITA (4),0-2 (agg.),,,
Round of 16 | Leg 2,(Thu) 9 Nov 1972 (W45),Real Madrid CF › ESP (4),3-1,1-1,Arges Pitesti › ROU (4),4-3 (agg.),,,
Round of 16 | Leg 2,(Wed) 29 Nov 1972 (W48),AFC Ajax › NED (2),3-0,2-0,CSKA Sofia › BUL (4),6-1 (agg.),,,
Quarterfinals | Leg 1,(Wed) 7 Mar 1973 (W10),Juventus › ITA (5),0-0,0-0,Ujpesti Dozsa SC › HUN (5),2-2 (agg.),,,
Quarterfinals | Leg 1,(Wed) 7 Mar 1973 (W10),Dinamo Kiev › UKR (5),0-0,0-0,Real Madrid CF › ESP (5),0-3 (agg.),,,
Quarterfinals | Leg 1,(Wed) 7 Mar 1973 (W10),Spartak TAZ Trnava › SVK (3),1-0,1-0,Derby County FC › ENG (5),1-2 (agg.),,,
Quarterfinals | Leg 1,(Wed) 7 Mar 1973 (W10),AFC Ajax › NED (3),4-0,0-0,Bayern München › GER (5),5-2 (agg.),,,
Quarterfinals | Leg 2,(Wed) 21 Mar 1973 (W12),Ujpesti Dozsa SC › HUN (6),2-2,2-1,Juventus › ITA (6),2-2 (agg.),,,away goals
Quarterfinals | Leg 2,(Wed) 21 Mar 1973 (W12),Bayern München › GER (6),2-1,2-1,AFC Ajax › NED (4),2-5 (agg.),,,
Quarterfinals | Leg 2,(Wed) 21 Mar 1973 (W12),Real Madrid CF › ESP (6),3-0,2-0,Dinamo Kiev › UKR (6),3-0 (agg.),,,
Quarterfinals | Leg 2,(Wed) 21 Mar 1973 (W12),Derby County FC › ENG (6),2-0,1-0,Spartak TAZ Trnava › SVK (4),2-1 (agg.),,,
Semifinals | Leg 1,(Wed) 11 Apr 1973 (W15),Juventus › ITA (7),3-1,1-1,Derby County FC › ENG (7),3-1 (agg.),,,
Semifinals | Leg 1,(Wed) 11 Apr 1973 (W15),AFC Ajax › NED (5),2-1,0-0,Real Madrid CF › ESP (7),3-1 (agg.),,,
Semifinals | Leg 2,(Wed) 25 Apr 1973 (W17),Real Madrid CF › ESP (8),0-1,0-0,AFC Ajax › NED (6),1-3 (agg.),,,
Semifinals | Leg 2,(Wed) 25 Apr 1973 (W17),Derby County FC › ENG (8),0-0,0-0,Juventus › ITA (8),1-3 (agg.),,,
Final,(Wed) 30 May 1973 (W22),AFC Ajax › NED (7),1-0,0-0,Juventus › ITA (9),,,,
