Round,Date,Team 1,FT,HT,Team 2,∑FT,ET,P,Comments
Round 1 | Leg 2,(Wed) 29 Sep 1971 (W39),AEK Athens › GRE (2),3-2,2-1,Internazionale › ITA (2),4-6 (agg.),,,
Round 1 | Leg 2,(Wed) 29 Sep 1971 (W39),Dynamo Dresden › GER (2),0-0,0-0,AFC Ajax › NED (2),0-2 (agg.),,,
Round 1 | Leg 2,(Wed) 29 Sep 1971 (W39),Arsenal FC › ENG (2),4-0,2-0,Stromsgodset IF › NOR (2),7-1 (agg.),,,
Round 1 | Leg 2,(Wed) 29 Sep 1971 (W39),Celtic FC › SCO (2),3-0,1-0,B 1903 Kobenhavn › DEN (2),4-2 (agg.),,,
Round 1 | Leg 2,(Wed) 29 Sep 1971 (W39),Borussia Monchengladbach › GER (2),2-1,0-1,Cork Hibernians › IRL (2),7-1 (agg.),,,
Round 1 | Leg 2,(Wed) 29 Sep 1971 (W39),CSKA Moskva › RUS (2),3-0,1-0,Galatasaray İstanbul AŞ › TUR (2),4-1 (agg.),,,
Round 1 | Leg 2,(Wed) 29 Sep 1971 (W39),Grasshoppers Zurich › SUI (2),8-0,4-0,FC Reipas Lahti › FIN (2),9-1 (agg.),,,
Round 1 | Leg 2,(Wed) 29 Sep 1971 (W39),Gornik Zabrze › POL (2),1-1,1-0,Olympique Marseille › FRA (2),2-3 (agg.),,,
Round 1 | Leg 2,(Wed) 29 Sep 1971 (W39),Sliema Wanderers › MLT (2),0-0,0-0,IA Akranes › ISL (2),4-0 (agg.),,,
Round 1 | Leg 2,(Wed) 29 Sep 1971 (W39),Linfield › NIR (2),2-3,0-1,Standard Liege › BEL (2),2-5 (agg.),,,
Round 1 | Leg 2,(Wed) 29 Sep 1971 (W39),Malmo FF › SWE (2),1-0,1-0,Ujpesti Dozsa SC › HUN (2),1-4 (agg.),,,
Round 1 | Leg 2,(Wed) 29 Sep 1971 (W39),SL Benfica › POR (2),3-1,1-0,SSW Innsbruck › AUT (2),7-1 (agg.),,,
Round 1 | Leg 2,(Wed) 29 Sep 1971 (W39),FK Partizani Tirana › ALB (2),0-1,0-0,CSKA Sofia › BUL (2),0-4 (agg.),,,
Round of 16 | Leg 1,(Wed) 20 Oct 1971 (W42),Olympique Marseille › FRA (3),1-2,1-1,AFC Ajax › NED (3),,,,
Round of 16 | Leg 1,(Wed) 20 Oct 1971 (W42),Grasshoppers Zurich › SUI (3),0-2,0-1,Arsenal FC › ENG (3),,,,
Round of 16 | Leg 1,(Wed) 20 Oct 1971 (W42),Celtic FC › SCO (3),5-0,3-0,Sliema Wanderers › MLT (3),,,,
Round of 16 | Leg 1,(Wed) 20 Oct 1971 (W42),CSKA Moskva › RUS (3),1-0,1-0,Standard Liege › BEL (3),,,,
Round of 16 | Leg 1,(Wed) 20 Oct 1971 (W42),SL Benfica › POR (3),2-1,0-0,CSKA Sofia › BUL (3),,,,
Round of 16 | Leg 1,(Wed) 20 Oct 1971 (W42),Dinamo Bucuresti › ROU (3),0-3,0-2,Feyenoord Rotterdam › NED (3),,,,
Round of 16 | Leg 1,(Wed) 20 Oct 1971 (W42),Valencia CF › ESP (5),0-1,0-0,Ujpesti Dozsa SC › HUN (3),,,,
Round of 16 | Leg 2,(Wed) 3 Nov 1971 (W44),AFC Ajax › NED (4),4-1,2-1,Olympique Marseille › FRA (4),6-2 (agg.),,,
Round of 16 | Leg 2,(Wed) 3 Nov 1971 (W44),Arsenal FC › ENG (4),3-0,1-0,Grasshoppers Zurich › SUI (4),5-0 (agg.),,,
Round of 16 | Leg 1,(Wed) 3 Nov 1971 (W44),Internazionale › ITA (3),4-2,2-1,Borussia Monchengladbach › GER (3),,,,
Round of 16 | Leg 2,(Wed) 3 Nov 1971 (W44),Sliema Wanderers › MLT (4),1-2,1-1,Celtic FC › SCO (4),1-7 (agg.),,,
Round of 16 | Leg 2,(Wed) 3 Nov 1971 (W44),Standard Liege › BEL (4),2-0,1-0,CSKA Moskva › RUS (4),2-1 (agg.),,,
Round of 16 | Leg 2,(Wed) 3 Nov 1971 (W44),CSKA Sofia › BUL (4),0-0,0-0,SL Benfica › POR (4),1-2 (agg.),,,
Round of 16 | Leg 2,(Wed) 3 Nov 1971 (W44),Feyenoord Rotterdam › NED (4),2-0,0-0,Dinamo Bucuresti › ROU (4),5-0 (agg.),,,
Round of 16 | Leg 2,(Wed) 3 Nov 1971 (W44),Ujpesti Dozsa SC › HUN (4),2-1,0-0,Valencia CF › ESP (6),3-1 (agg.),,,
Round of 16 | Leg 2,(Wed) 1 Dec 1971 (W48),Borussia Monchengladbach › GER (4),0-0,0-0,Internazionale › ITA (4),2-4 (agg.),,,
Quarterfinals | Leg 1,(Wed) 8 Mar 1972 (W10),Internazionale › ITA (5),1-0,0-0,Standard Liege › BEL (5),,,,
Quarterfinals | Leg 1,(Wed) 8 Mar 1972 (W10),AFC Ajax › NED (5),2-1,1-1,Arsenal FC › ENG (5),,,,
Quarterfinals | Leg 1,(Wed) 8 Mar 1972 (W10),Ujpesti Dozsa SC › HUN (5),1-2,0-1,Celtic FC › SCO (5),,,,
Quarterfinals | Leg 1,(Wed) 8 Mar 1972 (W10),Feyenoord Rotterdam › NED (5),1-0,0-0,SL Benfica › POR (5),,,,
Quarterfinals | Leg 2,(Wed) 22 Mar 1972 (W12),Standard Liege › BEL (6),2-1,0-0,Internazionale › ITA (6),(a) 2-2 (agg.),,,Away Goals (2)
Quarterfinals | Leg 2,(Wed) 22 Mar 1972 (W12),Arsenal FC › ENG (6),0-1,0-1,AFC Ajax › NED (6),1-3 (agg.),,,
Quarterfinals | Leg 2,(Wed) 22 Mar 1972 (W12),Celtic FC › SCO (6),1-1,0-1,Ujpesti Dozsa SC › HUN (6),3-2 (agg.),,,
Quarterfinals | Leg 2,(Wed) 22 Mar 1972 (W12),SL Benfica › POR (6),5-1,2-0,Feyenoord Rotterdam › NED (6),5-2 (agg.),,,
Semifinals | Leg 1,(Wed) 5 Apr 1972 (W14),Internazionale › ITA (7),0-0,0-0,Celtic FC › SCO (7),,,,
Semifinals | Leg 1,(Wed) 5 Apr 1972 (W14),AFC Ajax › NED (7),1-0,0-0,SL Benfica › POR (7),,,,
Semifinals | Leg 2,(Wed) 19 Apr 1972 (W16),Celtic FC › SCO (8),0-0 (*),0-0,Internazionale › ITA (8),0-0 (agg.),0-0 (a.e.t.),4-5 (pen.),
Semifinals | Leg 2,(Wed) 19 Apr 1972 (W16),SL Benfica › POR (8),0-0,0-0,AFC Ajax › NED (8),0-1 (agg.),,,
Final,(Wed) 31 May 1972 (W22),AFC Ajax › NED (9),2-0,0-0,Internazionale › ITA (9),,,,
